Movie_name,Top_genres,Release_Date,tconst,nconst,Director_name,Successful,director_name,num_movies,birth_year,death_year,Director_age
Grayeagle,Action/Adventure,1977,tt0077630,nm0682309,Charles B. Pierce,4.4,Charles B. Pierce,13.0,1938,2010,39
Brewster's Millions,Family,1985,tt0088850,nm0001353,Walter Hill,4.8,Walter Hill,32.0,1942,0,43
Napoleon Dynamite,Family,2004,tt0374900,nm0381478,Jared Hess,4.9,Jared Hess,24.0,1979,0,25
Career Girls,Other,1997,tt0118818,nm0005139,Mike Leigh,4.7,Mike Leigh,35.0,1943,0,54
The Second Time Around,Family,1961,tt0055421,nm0792605,Vincent Sherman,4.5,Vincent Sherman,101.0,1906,2006,55
Chakram,Drama,2005,tt0455385,nm0885537,Krishna Vamsi,4.5,Krishna Vamsi,23.0,1962,0,43
Sitting Pretty,Other,1948,tt0040795,nm0485943,Walter Lang,4.7,Walter Lang,64.0,1896,1972,52
Happiness,Drama,2007,tt1048159,nm0403297,Jin-ho Hur,4.8,Jin-ho Hur,14.0,1963,0,44
Yeh Dooriyan,Drama,2011,tt1826051,nm0214358,Deepshikha Nagpal,4.2,Deepshikha Nagpal,1.0,1977,0,34
This Time for Keeps,Family,1947,tt0039898,nm0861703,Richard Thorpe,4.4,Richard Thorpe,178.0,1896,1991,51
Ghosts of Mississippi,Drama,1996,tt0116410,nm0001661,Rob Reiner,4.0,Rob Reiner,29.0,1947,0,49
Exorcist: The Beginning,Horror,2004,tt0204313,nm0001317,Renny Harlin,4.2,Renny Harlin,67.0,1959,0,45
The Goddess,Other,1958,tt0051667,nm0188669,John Cromwell,4.6,John Cromwell,47.0,1886,1979,72
Main Hoon Na,Drama,2004,tt0347473,nm0007134,Farah Khan,4.7,Farah Khan,4.0,1965,0,39
Lure of the Wilderness,Drama,1952,tt0044859,nm0624535,Jean Negulesco,4.7,Jean Negulesco,81.0,1900,1993,52
Mars Attacks!,Drama,1996,tt0116996,nm0000318,Tim Burton,4.7,Tim Burton,50.0,1958,0,38
A Civil Action,Drama,1998,tt0120633,nm0001873,Steven Zaillian,4.8,Steven Zaillian,19.0,1953,0,45
American Movie,Family,1999,tt0181288,nm0807687,Chris Smith,4.8,Chris Smith,46.0,1970,0,29
Her Fatal Ways,Other,1990,tt0101442,nm0156434,Alfred Cheung,4.6,Alfred Cheung,25.0,1955,0,35
Don't Fool Me,Other,1991,tt0101756,nm0946875,Herman Yau,4.3,Herman Yau,74.0,1961,0,30
Deal of the Century,Family,1983,tt0085412,nm0001243,William Friedkin,4.3,William Friedkin,38.0,1935,2023,48
College Swing,Family,1938,tt0030002,nm0909825,Raoul Walsh,4.4,Raoul Walsh,129.0,1887,1980,51
The Exorcist III,Horror,1990,tt0099528,nm0087861,William Peter Blatty,4.8,William Peter Blatty,3.0,1928,2017,62
Hypothermia,Other,2010,tt1313244,nm1319539,James Felix McKenney,4.0,James Felix McKenney,11.0,1968,0,42
Dr. Goldfoot and the Girl Bombs,Fiction,1966,tt0061014,nm0000878,Mario Bava,4.0,Mario Bava,30.0,1914,1980,52
The Patriot,Drama,1998,tt0120786,nm0005871,Dean Semler,3.4,Dean Semler,4.0,1943,0,55
Dersimiz: Atatürk,Other,2010,tt1589424,nm1485677,Hamdi Alkan,4.5,Hamdi Alkan,256.0,1967,0,43
Papillon,Drama,1973,tt0070511,nm0769874,Franklin J. Schaffner,5.1,Franklin J. Schaffner,466.0,1920,1989,53
The Expendables 2,Other,2012,tt1764651,nm0922346,Simon West,4.8,Simon West,33.0,1961,0,51
Counsellor at Law,Drama,1933,tt0023911,nm0943758,William Wyler,4.8,William Wyler,72.0,1902,1981,31
Cup Final,Drama,1991,tt0101959,nm0726954,Eran Riklis,4.7,Eran Riklis,63.0,1954,0,37
Radio Bugs,Other,1944,tt0037204,nm0256831,Cy Endfield,4.3,Cy Endfield,29.0,1914,1995,30
The Incredible Shrinking Man,Fiction,1957,tt0050539,nm0000791,Jack Arnold,4.9,Jack Arnold,198.0,1912,1992,45
The Day the Earth Caught Fire,Fiction,1961,tt0054790,nm0346436,Val Guest,4.7,Val Guest,79.0,1911,2006,50
Auto Antics,Other,1939,tt0031063,nm0128715,Edward L. Cahn,4.6,Edward L. Cahn,125.0,1899,1963,40
King Kong,Horror,1933,tt0024216,nm0178260,Merian C. Cooper,5.1,Merian C. Cooper,5.0,1893,1973,40
Quiz Show,Drama,1994,tt0110932,nm0000602,Robert Redford,4.8,Robert Redford,9.0,1936,0,58
My Girl,Family,1991,tt0102492,nm0956052,Howard Zieff,4.1,Howard Zieff,12.0,1927,2009,64
Trial by Jury,Drama,1994,tt0111488,nm0332392,Heywood Gould,4.5,Heywood Gould,4.0,1942,0,52
In Society,Family,1944,tt0036953,nm0946391,Jean Yarbrough,4.6,Jean Yarbrough,397.0,1900,1975,44
In This World,Drama,2002,tt0310154,nm0935863,Michael Winterbottom,4.7,Michael Winterbottom,83.0,1961,0,41
A Missed Fortune,Other,1952,tt0044909,nm0925028,Jules White,4.7,Jules White,296.0,1900,1985,52
Yasmin,Family,1955,tt0048816,nm0439074,Abdul Rashid Kardar,4.5,Abdul Rashid Kardar,40.0,1904,1989,51
La Habanera,Drama,1937,tt0028974,nm0802862,Douglas Sirk,4.4,Douglas Sirk,44.0,1897,1987,40
Rogues of Sherwood Forest,Action/Adventure,1950,tt0042901,nm0235066,Gordon Douglas,4.3,Gordon Douglas,95.0,1907,1993,43
The Flying Liftboy,Family,1998,tt0124272,nm0813786,Ben Sombogaart,4.4,Ben Sombogaart,96.0,1947,0,51
Help!,Family,1965,tt0059260,nm0504513,Richard Lester,4.5,Richard Lester,56.0,1932,0,33
Song of the West,Family,1930,tt0021405,nm0258015,Ray Enright,4.6,Ray Enright,75.0,1896,1965,34
Uniform,Drama,2003,tt0390649,nm0224801,Yi'nan Diao,4.5,Yi'nan Diao,4.0,1969,0,34
The Adventures of Pinocchio,Family,1996,tt0115472,nm0006625,Steve Barron,4.5,Steve Barron,62.0,1956,0,40
In a Better World,Drama,2010,tt1340107,nm0081540,Susanne Bier,5.1,Susanne Bier,53.0,1960,0,50
"Rip, Sew and Stitch",Other,1953,tt0046242,nm0925028,Jules White,4.7,Jules White,296.0,1900,1985,53
The House That Dripped Blood,Horror,1971,tt0065854,nm0240439,Peter Duffell,4.6,Peter Duffell,69.0,1922,2017,49
Who Is Killing the Great Chefs of Europe?,Drama,1978,tt0078488,nm0467646,Ted Kotcheff,4.5,Ted Kotcheff,89.0,1931,0,47
The Pretender,Drama,1947,tt0039730,nm0928644,W. Lee Wilder,4.5,W. Lee Wilder,36.0,1904,1982,43
Whistle Stop,Drama,1946,tt0039101,nm0595804,Léonide Moguy,4.3,Léonide Moguy,15.0,1899,1976,47
Don't Torture a Duckling,Drama,1972,tt0069019,nm0002086,Lucio Fulci,4.7,Lucio Fulci,65.0,1927,1996,45
Chingaari,Drama,2006,tt0454429,nm0493923,Kalpana Lajmi,4.2,Kalpana Lajmi,11.0,1954,2018,52
Adventures in Babysitting,Drama,1987,tt0092513,nm0001060,Chris Columbus,4.8,Chris Columbus,26.0,1958,0,29
Quintet,Fiction,1979,tt0079770,nm0000265,Robert Altman,4.2,Robert Altman,213.0,1925,2006,54
Cloverfield,Drama,2008,tt1060277,nm0716257,Matt Reeves,4.9,Matt Reeves,22.0,1966,0,42
Student of the Year,Family,2012,tt2172071,nm0424103,Karan Johar,4.1,Karan Johar,12.0,1972,0,40
Saviour of the Soul II,Fiction,1992,tt0104560,nm0481681,David Lai,4.2,David Lai,19.0,1952,0,40
Life With Feathers,Other,1945,tt0037879,nm0293989,Friz Freleng,4.7,Friz Freleng,423.0,1904,1995,41
Sethu,Drama,1999,tt0265730,nm1220246,Bala,4.9,Bala,10.0,1966,0,33
Bride of the Gorilla,Drama,1951,tt0043360,nm0802561,Curt Siodmak,4.1,Curt Siodmak,18.0,1902,2000,49
Character,Drama,1997,tt0119448,nm0226016,Mike van Diem,5.1,Mike van Diem,11.0,1959,0,38
Samsaram,Family,1950,tt0255567,nm0695264,L.V. Prasad,4.7,L.V. Prasad,33.0,1908,1994,42
While I Live,Drama,1947,tt0039984,nm0363356,John Harlow,4.6,John Harlow,38.0,1896,1977,51
Waterloo Road,Other,1945,tt0037447,nm0319148,Sidney Gilliat,4.5,Sidney Gilliat,14.0,1908,1994,37
Epidemic,Fiction,1987,tt0092972,nm0001885,Lars von Trier,4.4,Lars von Trier,38.0,1956,0,31
Skin Deep,Family,1989,tt0098343,nm0001175,Blake Edwards,4.7,Blake Edwards,75.0,1922,2010,67
The Storm Riders,Action/Adventure,1998,tt0165499,nm0490487,Andrew Lau,4.5,Andrew Lau,47.0,1960,0,38
The Man,Drama,1972,tt0068912,nm0765121,Joseph Sargent,4.6,Joseph Sargent,145.0,1925,2014,47
Sang Pencerah,Drama,2010,tt1748192,nm2538739,Hanung Bramantyo,4.7,Hanung Bramantyo,46.0,1975,0,35
The Day He Arrives,Other,2011,tt1922561,nm0393254,Hong Sang-soo,4.7,Hong Sang-soo,34.0,1960,0,51
Clockstoppers,Drama,2002,tt0157472,nm0000408,Jonathan Frakes,4.5,Jonathan Frakes,120.0,1952,0,50
Girls Just Want to Have Fun,Family,1985,tt0089208,nm0582635,Alan Metter,4.6,Alan Metter,13.0,1942,2020,43
The Wild Bunch,Action/Adventure,1969,tt0065214,nm0001603,Sam Peckinpah,5.1,Sam Peckinpah,33.0,1925,1984,44
Auto Focus,Drama,2002,tt0298744,nm0001707,Paul Schrader,4.4,Paul Schrader,25.0,1946,0,56
Take This Job and Shove It,Family,1981,tt0083163,nm0872809,Gus Trikonis,4.4,Gus Trikonis,103.0,1937,0,44
Vasantham,Other,2003,tt0375181,nm1417315,Vikraman,4.4,Vikraman,16.0,1966,0,37
The Case of the Screaming Bishop,Other,1944,tt0150052,nm0842593,Howard Swift,4.2,Howard Swift,23.0,1912,1983,32
Jack and the Beanstalk,Family,1952,tt0044762,nm0946391,Jean Yarbrough,4.6,Jean Yarbrough,397.0,1900,1975,52
Afterwards,Drama,2008,tt0940580,nm0099841,Gilles Bourdos,4.1,Gilles Bourdos,7.0,1963,0,45
Straight Into Darkness,Action/Adventure,2004,tt0287733,nm0123009,Jeff Burr,4.2,Jeff Burr,32.0,1961,2023,43
Lust for a Vampire,Drama,1971,tt0067367,nm0762727,Jimmy Sangster,4.4,Jimmy Sangster,4.0,1927,2011,44
Dog Bite Dog,Drama,2006,tt0819765,nm1110912,Soi Cheang,4.6,Soi Cheang,22.0,1972,0,34
Erotic Nights of the Living Dead,Horror,1980,tt0079642,nm0001090,Joe D'Amato,4.1,Joe D'Amato,172.0,1936,1999,44
Justine,Drama,1969,tt0064526,nm0002030,George Cukor,4.3,George Cukor,53.0,1899,1983,70
Warlock,Horror,1989,tt0098622,nm0591171,Steve Miner,4.6,Steve Miner,110.0,1951,0,38
The Seven-Per-Cent Solution,Drama,1976,tt0075194,nm0006889,Herbert Ross,4.6,Herbert Ross,24.0,1927,2001,49
Poetry,Drama,2010,tt1287878,nm0496969,Lee Chang-dong,4.9,Lee Chang-dong,7.0,1954,0,56
"Take Her, She's Mine",Family,1963,tt0057556,nm0467396,Henry Koster,4.5,Henry Koster,49.0,1905,1988,58
The Alphabet Murders,Family,1965,tt0060094,nm0850895,Frank Tashlin,4.3,Frank Tashlin,76.0,1913,1972,52
The Triumph of Sherlock Holmes,Drama,1935,tt0027136,nm0386785,Leslie S. Hiscott,4.4,Leslie S. Hiscott,67.0,1894,1968,41
Jail Bait,Drama,1954,tt0047127,nm0000248,Edward D. Wood Jr.,3.9,Edward D. Wood Jr.,43.0,1924,1978,30
Darkness,Horror,2002,tt0273517,nm0049371,Jaume Balagueró,4.5,Jaume Balagueró,19.0,1968,0,34
The Children's Hour,Drama,1961,tt0054743,nm0943758,William Wyler,4.8,William Wyler,72.0,1902,1981,59
The Book of Caleb,Family,2008,tt0478984,nm1765457,Matthew von Manahan,4.6,Matthew von Manahan,5.0,1980,0,28
The Hanging Tree,Drama,1959,tt0052876,nm0202681,Delmer Daves,4.7,Delmer Daves,30.0,1904,1977,55
Mean Girls,Family,2004,tt0377092,nm0914132,Mark Waters,4.9,Mark Waters,27.0,1964,0,40
Rounders,Drama,1998,tt0128442,nm0001093,John Dahl,4.9,John Dahl,148.0,1956,0,42
Andaaz,Family,2003,tt0346507,nm0438029,Raj Kanwar,4.3,Raj Kanwar,16.0,1961,2012,42
Cracked Ice,Other,1938,tt0030020,nm0850895,Frank Tashlin,4.5,Frank Tashlin,76.0,1913,1972,25
Hideous Kinky,Drama,1998,tt0136244,nm0533564,Gillies MacKinnon,4.2,Gillies MacKinnon,44.0,1948,0,50
Send Me No Flowers,Family,1964,tt0058571,nm0422484,Norman Jewison,4.6,Norman Jewison,47.0,1926,0,38
Sex and Death 101,Drama,2007,tt0497972,nm0914058,Daniel Waters,4.4,Daniel Waters,2.0,1962,0,45
The Shaggy D.A.,Family,1976,tt0075200,nm0829038,Robert Stevenson,4.4,Robert Stevenson,134.0,1905,1986,71
"Please, Not Now!",Family,1961,tt0054700,nm0671862,Roger Vadim,4.4,Roger Vadim,29.0,1928,2000,33
Mommie Dearest,Drama,1981,tt0082766,nm0675068,Frank Perry,4.8,Frank Perry,21.0,1930,1995,51
Slaughter High,Horror,1986,tt0091969,nm0240870,George Dugdale,4.3,George Dugdale,2.0,1954,2020,32
Compulsion,Drama,1959,tt0052700,nm0281507,Richard Fleischer,5.0,Richard Fleischer,61.0,1916,2006,43
Hell Below,Drama,1933,tt0024100,nm0176699,Jack Conway,4.6,Jack Conway,103.0,1887,1952,46
"The Adventures of Priscilla, Queen of the Desert",Family,1994,tt0109045,nm0254632,Stephan Elliott,5.4,Stephan Elliott,11.0,1964,0,30
Manhattan Baby,Horror,1982,tt0084298,nm0002086,Lucio Fulci,4.2,Lucio Fulci,65.0,1927,1996,55
Tender Mercies,Family,1983,tt0086423,nm0000915,Bruce Beresford,6.1,Bruce Beresford,59.0,1940,0,43
You,Drama,2009,tt0960886,nm0002124,Melora Hardin,4.6,Melora Hardin,7.0,1967,0,42
The Last Kiss,Drama,2006,tt0434139,nm0001282,Tony Goldwyn,4.4,Tony Goldwyn,39.0,1960,0,46
The Nightmare Before Christmas,Family,1993,tt0107688,nm0783139,Henry Selick,5.1,Henry Selick,13.0,1952,0,41
Pontypool,Drama,2008,tt1226681,nm0567680,Bruce McDonald,4.5,Bruce McDonald,179.0,1959,0,49
Dilli Ka Thug,Family,1958,tt0247291,nm0621210,S.D. Narang,4.7,S.D. Narang,15.0,1918,1986,40
The Kid Stays in the Picture,Other,2002,tt0303353,nm0123379,Nanette Burstein,4.7,Nanette Burstein,26.0,1970,0,32
Chalet Girl,Family,2011,tt1487118,nm1288766,Phil Traill,4.4,Phil Traill,107.0,1973,0,38
The Idolmaker,Family,1980,tt0080913,nm0000431,Taylor Hackford,4.6,Taylor Hackford,22.0,1944,0,36
Devil Dogs of the Air,Action/Adventure,1935,tt0026275,nm0045800,Lloyd Bacon,4.4,Lloyd Bacon,129.0,1889,1955,46
Wasted!,Other,1996,tt0117142,nm0449365,Aryan Kaganof,4.4,Aryan Kaganof,18.0,1964,0,32
11-11-11,Drama,2011,tt1712159,nm1135423,Darren Lynn Bousman,4.1,Darren Lynn Bousman,24.0,1979,0,32
The Little Whirlwind,Other,1941,tt0033838,nm0019282,James Algar,4.6,James Algar,39.0,1912,1998,29
The Mambo Kings,Family,1992,tt0104802,nm0322865,Arne Glimcher,4.7,Arne Glimcher,4.0,1938,0,54
History Is Made at Night,Drama,1937,tt0029002,nm0097648,Frank Borzage,4.9,Frank Borzage,107.0,1894,1962,43
Songs from the Second Floor,Drama,2000,tt0120263,nm0027815,Roy Andersson,4.8,Roy Andersson,23.0,1943,0,57
The Proud and Profane,Drama,1956,tt0049640,nm0780833,George Seaton,4.7,George Seaton,22.0,1911,1979,45
The Wackiest Ship In the Army,Family,1960,tt0054453,nm0614645,Richard Murphy,4.5,Richard Murphy,3.0,1912,1993,48
Hunger,Drama,2008,tt0986233,nm2588606,Steve McQueen,4.8,Steve McQueen,43.0,1969,0,39
The Curse of the Werewolf,Horror,1961,tt0054777,nm0279807,Terence Fisher,4.6,Terence Fisher,87.0,1904,1980,57
Knockabout,Action/Adventure,1979,tt0080166,nm0005033,Sammo Kam-Bo Hung,4.7,Sammo Kam-Bo Hung,31.0,1952,0,27
Come Early Morning,Drama,2006,tt0457308,nm0000725,Joey Lauren Adams,4.4,Joey Lauren Adams,3.0,1968,0,38
Hollywood Ending,Family,2002,tt0278823,nm0000095,Woody Allen,4.5,Woody Allen,61.0,1935,0,67
Space Battleship Yamato,Fiction,1977,tt0204704,nm0557927,Toshio Masuda,4.7,Toshio Masuda,103.0,1927,0,50
Two Weeks in Another Town,Drama,1962,tt0056625,nm0591486,Vincente Minnelli,4.5,Vincente Minnelli,30.0,1903,1986,59
Colossus and the Amazon Queen,Action/Adventure,1960,tt0054237,nm0757395,Vittorio Sala,3.9,Vittorio Sala,32.0,1918,1996,42
Desperate Measures,Drama,1998,tt0118966,nm0775447,Barbet Schroeder,3.5,Barbet Schroeder,53.0,1941,0,57
Meet the Parents,Family,2000,tt0212338,nm0005366,Jay Roach,4.9,Jay Roach,36.0,1957,0,43
Blood Work,Drama,2002,tt0309377,nm0000142,Clint Eastwood,4.0,Clint Eastwood,43.0,1930,0,72
Dead Men Tell,Family,1941,tt0033519,nm0480046,Harry Lachman,4.6,Harry Lachman,41.0,1886,1975,55
Lost Souls,Drama,2000,tt0160484,nm0001405,Janusz Kaminski,3.7,Janusz Kaminski,7.0,1959,0,41
Gettysburg,Drama,1993,tt0107007,nm0561813,Ron Maxwell,4.4,Ron Maxwell,13.0,1949,0,44
The Super,Family,1991,tt0103007,nm0199722,Rod Daniel,4.0,Rod Daniel,105.0,1942,2016,49
The Scarlet Flower,Other,1952,tt0949326,nm0040255,Lev Atamanov,4.8,Lev Atamanov,31.0,1905,1981,47
Girls! Girls! Girls!,Family,1962,tt0056023,nm0851537,Norman Taurog,4.4,Norman Taurog,164.0,1899,1981,63
Danny Roane: First Time Director,Family,2006,tt0470995,nm0004873,Andy Dick,4.1,Andy Dick,34.0,1965,0,41
A Low Down Dirty Shame,Action/Adventure,1994,tt0110399,nm0005540,Keenen Ivory Wayans,4.6,Keenen Ivory Wayans,9.0,1958,0,36
Happy Go Lovely,Family,1951,tt0043618,nm0401680,H. Bruce Humberstone,4.6,H. Bruce Humberstone,53.0,1901,1984,50
Prince Vladimir,Drama,2006,tt0457024,nm1900612,Yuriy Batanin,4.5,Yuriy Batanin,1.0,1952,0,54
Miss Sadie Thompson,Family,1953,tt0046076,nm0076779,Curtis Bernhardt,4.6,Curtis Bernhardt,42.0,1899,1981,54
Last Chance Harvey,Drama,2008,tt1046947,nm0394199,Joel Hopkins,4.8,Joel Hopkins,6.0,1970,0,38
Sicko,Drama,2007,tt0386032,nm0601619,Michael Moore,5.1,Michael Moore,46.0,1954,0,53
The Girl and Death,Drama,2012,tt2103171,nm0826348,Jos Stelling,4.5,Jos Stelling,15.0,1945,0,67
SpaceCamp,Fiction,1986,tt0091993,nm0934863,Harry Winer,3.7,Harry Winer,94.0,1947,0,39
Frosty Roads,Other,1985,tt0091086,nm0431671,Masoud Jafari Jozani,4.6,Masoud Jafari Jozani,17.0,1948,0,37
The Guns of Navarone,Action/Adventure,1961,tt0054953,nm0496746,J. Lee Thompson,5.1,J. Lee Thompson,49.0,1914,2002,47
A Lesson in Love,Other,1931,tt0151330,nm0732452,Casey Robinson,4.4,Casey Robinson,10.0,1903,1979,28
Raaja Paarvai,Drama,1981,tt0274026,nm0801870,Singeetam Srinivasa Rao,4.8,Singeetam Srinivasa Rao,58.0,1931,0,50
Krull,Fiction,1983,tt0085811,nm0946811,Peter Yates,4.0,Peter Yates,39.0,1929,2011,54
Deadlier Than the Male,Drama,1967,tt0060288,nm0859387,Ralph Thomas,4.5,Ralph Thomas,40.0,1915,2001,52
Lover Come Back,Other,1946,tt0038705,nm0782682,William A. Seiter,4.5,William A. Seiter,219.0,1890,1964,56
Personal Best,Drama,1982,tt0084489,nm0001801,Robert Towne,4.7,Robert Towne,5.0,1934,0,48
Down to Earth,Family,1947,tt0039337,nm0355284,Alexander Hall,4.5,Alexander Hall,56.0,1894,1968,53
Black Oxen,Fiction,1923,tt0014721,nm0515979,Frank Lloyd,4.4,Frank Lloyd,133.0,1886,1960,37
Déficit,Drama,2007,tt0773318,nm0305558,Gael García Bernal,4.2,Gael García Bernal,8.0,1978,0,29
The Player,Drama,1992,tt0105151,nm0000265,Robert Altman,5.0,Robert Altman,213.0,1925,2006,67
Margot at the Wedding,Drama,2007,tt0757361,nm0000876,Noah Baumbach,4.3,Noah Baumbach,15.0,1969,0,38
The Magic Sword,Action/Adventure,1962,tt0056211,nm0330026,Bert I. Gordon,4.2,Bert I. Gordon,24.0,1922,2023,40
The Black Windmill,Drama,1974,tt0071229,nm0796923,Don Siegel,4.5,Don Siegel,52.0,1912,1991,62
"Bleach: Fade to Black, I Call Your Name",Other,2008,tt1339302,nm0008352,Noriyuki Abe,4.7,Noriyuki Abe,361.0,1961,0,47
A Perfect Couple,Family,1979,tt0079710,nm0000265,Robert Altman,4.4,Robert Altman,213.0,1925,2006,54
Child Bride,Drama,1938,tt0029989,nm0720886,Harry Revier,4.1,Harry Revier,25.0,1889,1957,49
Moster fra Mols,Family,1943,tt0036173,nm0051926,Poul Bang,4.4,Poul Bang,23.0,1905,1967,38
Trio,Drama,1950,tt0042752,nm0002175,Ken Annakin,4.7,Ken Annakin,57.0,1914,2009,36
Betty Boop and Grampy,Other,1935,tt0026109,nm0281487,Dave Fleischer,4.6,Dave Fleischer,592.0,1894,1979,41
The Mad Adventures of Rabbi Jacob,Family,1973,tt0069747,nm0653620,Gérard Oury,4.7,Gérard Oury,17.0,1919,2006,54
Gangster Wars,Drama,1981,tt0082434,nm0764781,Richard C. Sarafian,4.6,Richard C. Sarafian,140.0,1930,2013,51
Himalaya Singh,Drama,2005,tt0441303,nm0906413,Ka-Fai Wai,4.1,Ka-Fai Wai,25.0,1962,0,43
After Hours,Drama,1985,tt0086858,nm0001005,Jane Campion,4.6,Jane Campion,27.0,1954,0,31
Santa Claus,Drama,1959,tt0053241,nm0136579,René Cardona,3.7,René Cardona,145.0,1906,1988,53
Alice,Other,2005,tt0459072,nm0554076,Marco Martins,4.7,Marco Martins,24.0,1972,0,33
Koeputkiaikuinen ja Simon enkelit,Other,1979,tt0079411,nm0664218,Spede Pasanen,4.3,Spede Pasanen,7.0,1930,2001,49
Thali Bhagyam,Other,1966,tt0246274,nm0619059,Kadaru Nagabhushanam,4.6,Kadaru Nagabhushanam,26.0,1902,0,64
Bewafa Sanam,Other,1995,tt0439464,nm0474806,Gulshan Kumar,4.3,Gulshan Kumar,1.0,1951,1997,44
The Second Chance,Drama,2006,tt0429068,nm1741105,Steve Taylor,4.5,Steve Taylor,4.0,1957,0,49
The Devil's Rain,Other,1975,tt0072869,nm0297523,Robert Fuest,4.2,Robert Fuest,47.0,1927,2012,48
Hands of the Ripper,Horror,1971,tt0067176,nm0765856,Peter Sasdy,4.5,Peter Sasdy,188.0,1935,0,36
Mr. Chedworth Steps Out,Drama,1939,tt0031675,nm0151404,Ken G. Hall,4.7,Ken G. Hall,38.0,1901,1994,38
Perhaps Love,Family,2005,tt0454914,nm0151066,Peter Ho-Sun Chan,4.7,Peter Ho-Sun Chan,20.0,1962,0,43
The Girl Can't Help It,Family,1956,tt0049263,nm0850895,Frank Tashlin,4.8,Frank Tashlin,76.0,1913,1972,43
"Drive, He Said",Drama,1971,tt0068509,nm0000197,Jack Nicholson,4.4,Jack Nicholson,3.0,1937,0,34
The Mystic Masseur,Drama,2001,tt0282771,nm0580337,Ismail Merchant,4.4,Ismail Merchant,6.0,1936,2005,65
Utharam,Drama,1989,tt0253873,nm0667673,V.K. Pavithran,4.9,V.K. Pavithran,5.0,1950,2006,39
The Bishop's Wife,Family,1947,tt0039190,nm0467396,Henry Koster,5.7,Henry Koster,49.0,1905,1988,42
The Gentleman from Nowhere,Drama,1948,tt0040386,nm0145336,William Castle,4.4,William Castle,79.0,1914,1977,34
Trail of the Pink Panther,Family,1982,tt0084814,nm0001175,Blake Edwards,4.4,Blake Edwards,75.0,1922,2010,60
Bommalattam,Action/Adventure,2008,tt8929664,nm0707300,Bharathiraja,4.5,Bharathiraja,797.0,1941,0,67
The Cisco Kid and the Lady,Action/Adventure,1939,tt0032341,nm0498584,Herbert I. Leeds,4.4,Herbert I. Leeds,51.0,1900,1954,39
The Phantom Lover,Drama,1995,tt0115016,nm0950553,Ronny Yu,4.6,Ronny Yu,21.0,1950,0,45
Prince of Darkness,Horror,1987,tt0093777,nm0000118,John Carpenter,4.8,John Carpenter,32.0,1948,0,39
December Heat,Drama,2008,tt1198339,nm1857733,Asko Kase,4.6,Asko Kase,39.0,1979,0,29
Public Cowboy No. 1,Action/Adventure,1937,tt0029445,nm0437356,Joseph Kane,4.4,Joseph Kane,165.0,1894,1975,43
Immediate Family,Drama,1989,tt0097567,nm0438279,Jonathan Kaplan,4.6,Jonathan Kaplan,93.0,1947,0,42
Picture Claire,Drama,2001,tt0263215,nm0567680,Bruce McDonald,4.3,Bruce McDonald,179.0,1959,0,42
Twelve Miles Out,Drama,1927,tt0018513,nm0176699,Jack Conway,4.4,Jack Conway,103.0,1887,1952,40
The Monkey's Uncle,Family,1965,tt0059462,nm0829038,Robert Stevenson,4.4,Robert Stevenson,134.0,1905,1986,60
A Date With Judy,Family,1948,tt0040271,nm0861703,Richard Thorpe,4.6,Richard Thorpe,178.0,1896,1991,52
Breeders,Drama,1986,tt0090771,nm0454199,Tim Kincaid,4.0,Tim Kincaid,80.0,1944,0,42
Village of the Damned,Fiction,1960,tt0054443,nm0727211,Wolf Rilla,4.7,Wolf Rilla,35.0,1920,2005,40
Caught Plastered,Other,1931,tt0021725,nm0782682,William A. Seiter,4.6,William A. Seiter,219.0,1890,1964,41
The Ginger Bread Boy,Other,1934,tt0142309,nm0000813,Tex Avery,4.4,Tex Avery,195.0,1908,1980,26
Red,Action/Adventure,2010,tt1245526,nm0777881,Robert Schwentke,4.9,Robert Schwentke,18.0,1968,0,42
Escape from the Planet of the Apes,Fiction,1971,tt0067065,nm0852279,Don Taylor,4.7,Don Taylor,206.0,1920,1998,51
My Mother and Her Guest,Drama,1961,tt0311750,nm0645661,Shin Sang-ok,4.6,Shin Sang-ok,74.0,1926,2006,35
I'm Here,Other,2010,tt1571404,nm0005069,Spike Jonze,4.8,Spike Jonze,31.0,1969,0,41
The Outlaw Josey Wales,Action/Adventure,1976,tt0075029,nm0000142,Clint Eastwood,5.0,Clint Eastwood,43.0,1930,0,46
Romanzo Criminale,Drama,2005,tt0418110,nm0686375,Michele Placido,4.7,Michele Placido,19.0,1946,0,59
The Talented Mr. Ripley,Drama,1999,tt0134119,nm0005237,Anthony Minghella,5.0,Anthony Minghella,10.0,1954,2008,45
Liberty Heights,Family,1999,tt0165859,nm0001469,Barry Levinson,4.8,Barry Levinson,65.0,1942,0,57
There Ain't No Justice,Other,1939,tt0032016,nm0855147,Pen Tennyson,4.5,Pen Tennyson,3.0,1912,1941,27
Spies,Drama,1928,tt0019415,nm0000485,Fritz Lang,4.8,Fritz Lang,45.0,1890,1976,38
Satham Podathey,Other,2007,tt1507349,nm1182689,Vasanth,4.6,Vasanth,13.0,1963,0,44
In a Lonely Place,Drama,1950,tt0042593,nm0712947,Nicholas Ray,4.9,Nicholas Ray,26.0,1911,1979,39
Sorcerer,Drama,1977,tt0076740,nm0001243,William Friedkin,4.8,William Friedkin,38.0,1935,2023,42
