Movie_name,Top_genres,Release_Date,tconst,nconst,Director_name,Successful,director_name,num_movies,birth_year,death_year,Director_age
AmerAsian,Drama,2009,tt0437065,nm1123863,Roger Lim,4.6,Roger Lim,12.0,1968,0,41
Beasts of the Southern Wild,Drama,2012,tt2125435,nm1022455,Benh Zeitlin,4.9,Benh Zeitlin,5.0,1982,0,30
The New Gulliver,Other,1935,tt0026793,nm0699693,Aleksandr Ptushko,4.6,Aleksandr Ptushko,18.0,1900,1973,35
Holy Man,Family,1998,tt0120701,nm0378893,Stephen Herek,3.0,Stephen Herek,46.0,1958,0,40
Murphy's Law,Drama,1986,tt0091575,nm0496746,J. Lee Thompson,4.6,J. Lee Thompson,49.0,1914,2002,72
HouseSitter,Family,1992,tt0104452,nm0000568,Frank Oz,4.7,Frank Oz,15.0,1944,0,48
Chasing Papi,Family,2003,tt0323572,nm0579318,Linda Mendoza,4.2,Linda Mendoza,273.0,1957,0,46
Foxhole in Cairo,Drama,1960,tt0054891,nm0610303,John Llewellyn Moxey,4.4,John Llewellyn Moxey,232.0,1925,2019,35
The End of the Affair,Drama,1999,tt0172396,nm0001403,Neil Jordan,4.4,Neil Jordan,29.0,1950,0,49
Chameli,Drama,2003,tt0383975,nm0592803,Sudhir Mishra,4.6,Sudhir Mishra,500.0,1959,0,44
Eternity,Other,1990,tt0097298,nm0666999,Steven Paul,3.7,Steven Paul,8.0,1959,0,31
Book Revue,Other,1946,tt0038373,nm0163332,Robert Clampett,4.7,Robert Clampett,156.0,1913,1984,33
Lying Lips,Drama,1939,tt0031599,nm0584778,Oscar Micheaux,4.1,Oscar Micheaux,42.0,1884,1951,55
Angels One Five,Action/Adventure,1952,tt0046714,nm0641007,George More O'Ferrall,4.5,George More O'Ferrall,102.0,1907,1982,45
From the Hip,Family,1987,tt0093051,nm0163706,Bob Clark,4.7,Bob Clark,29.0,1939,2007,48
Godzilla vs. SpaceGodzilla,Fiction,1994,tt0109916,nm0945614,Kenshô Yamashita,4.1,Kenshô Yamashita,3.0,1944,2016,50
Nazrana,Drama,1987,tt0093604,nm0849200,Ravi Tandon,4.2,Ravi Tandon,24.0,1935,2022,52
Maniac Cop 2,Drama,1990,tt0100107,nm0527350,William Lustig,4.3,William Lustig,10.0,1955,0,35
Bad Guy,Drama,2001,tt0307213,nm1104118,Kim Ki-duk,4.6,Kim Ki-duk,25.0,1960,2020,41
"Apocalypse, CA",Family,2011,tt1273193,nm1439352,Chad Peter,4.6,Chad Peter,11.0,1980,0,31
The Break-Up,Drama,2006,tt0452594,nm0715636,Peyton Reed,4.6,Peyton Reed,49.0,1964,0,42
The Heartbreak Kid,Other,1993,tt0107093,nm0420924,Michael Jenkins,4.5,Michael Jenkins,45.0,1946,0,47
A Clockwork Orange,Fiction,1971,tt0066921,nm0000040,Stanley Kubrick,5.1,Stanley Kubrick,16.0,1928,1999,43
Our Mother's House,Drama,1967,tt0062089,nm0002338,Jack Clayton,4.6,Jack Clayton,10.0,1921,1995,46
Nothing But a Man,Drama,1964,tt0058414,nm0736394,Michael Roemer,4.9,Michael Roemer,8.0,1928,0,36
Cash and Carry,Other,1937,tt0028697,nm0520419,Del Lord,4.7,Del Lord,214.0,1894,1970,43
"Tarzan, the Ape Man",Action/Adventure,1959,tt0053335,nm0628149,Joseph M. Newman,4.0,Joseph M. Newman,67.0,1909,2006,50
Just Go With It,Family,2011,tt1564367,nm0240797,Dennis Dugan,4.7,Dennis Dugan,63.0,1946,0,65
Zinda,Drama,2006,tt0488906,nm0348495,Sanjay Gupta,4.2,Sanjay Gupta,15.0,1969,0,37
Girl of the Rio,Drama,1932,tt0022943,nm0107543,Herbert Brenon,4.4,Herbert Brenon,123.0,1880,1958,52
The Mississippi Gambler,Action/Adventure,1953,tt0046080,nm0005789,Rudolph Maté,4.8,Rudolph Maté,38.0,1898,1964,55
Fire Down Below,Action/Adventure,1997,tt0119123,nm0258066,Félix Enríquez Alcalá,3.1,Félix Enríquez Alcalá,223.0,1951,0,46
Infamous,Drama,2006,tt0420609,nm0569790,Douglas McGrath,4.4,Douglas McGrath,9.0,1958,2022,48
The League of Extraordinary Gentlemen,Drama,2003,tt0311429,nm0635759,Stephen Norrington,4.6,Stephen Norrington,4.0,1964,0,39
The Lives of a Bengal Lancer,Action/Adventure,1935,tt0026643,nm0368871,Henry Hathaway,5.8,Henry Hathaway,64.0,1898,1985,37
The Hound of the Baskervilles,Drama,1939,tt0031448,nm0485647,Sidney Lanfield,4.7,Sidney Lanfield,240.0,1898,1972,41
Gong with the Pink,Other,1971,tt0067151,nm0695462,Hawley Pratt,4.4,Hawley Pratt,75.0,1911,1999,60
Children of Pleasure,Family,1930,tt0020763,nm0064600,Harry Beaumont,4.4,Harry Beaumont,99.0,1888,1966,42
Platoon Leader,Drama,1988,tt0095877,nm0635760,Aaron Norris,4.3,Aaron Norris,17.0,1951,0,37
Popeye,Action/Adventure,1980,tt0081353,nm0000265,Robert Altman,3.3,Robert Altman,213.0,1925,2006,55
Friday the 13th: A New Beginning,Horror,1985,tt0089173,nm0826164,Danny Steinmann,4.4,Danny Steinmann,4.0,1942,2012,43
Ghost Ship,Drama,1952,tt0044656,nm0786607,Vernon Sewell,4.3,Vernon Sewell,44.0,1903,2001,49
...And God Created Them,Other,1979,tt0122458,nm0602630,Jacobo Morales,5.0,Jacobo Morales,7.0,1934,0,45
Pulp Fiction,Drama,1994,tt0110912,nm0000233,Quentin Tarantino,6.5,Quentin Tarantino,19.0,1963,0,31
The TV Set,Drama,2006,tt0473709,nm0440458,Jake Kasdan,4.5,Jake Kasdan,45.0,1974,0,32
Arnold's Wrecking Co.,Other,1973,tt0177522,nm0211823,Steven E. de Souza,4.5,Steven E. de Souza,15.0,1947,0,26
Zombies on Broadway,Horror,1945,tt0038270,nm0235066,Gordon Douglas,4.3,Gordon Douglas,95.0,1907,1993,38
Apnapan,Drama,1977,tt0246433,nm0695162,J. Om Prakash,4.6,J. Om Prakash,19.0,1927,2019,50
Why Men Don't Listen and Women Can't Read Maps,Family,2007,tt0889139,nm0369686,Leander Haußmann,4.5,Leander Haußmann,17.0,1959,0,48
Freebie and The Bean,Action/Adventure,1974,tt0071521,nm0750701,Richard Rush,4.8,Richard Rush,14.0,1929,2021,45
The Lazarus Effect,Other,2010,tt1612590,nm0051972,Lance Bangs,4.5,Lance Bangs,130.0,1972,0,38
Cat-Women of the Moon,Fiction,1953,tt0045609,nm0385227,Arthur Hilton,4.0,Arthur Hilton,20.0,1897,1979,56
Son of Ingagi,Other,1940,tt0033075,nm0434908,Richard C. Kahn,4.1,Richard C. Kahn,16.0,1897,1960,43
Shapeshifter,Other,2005,tt0473393,nm1342827,Gregory Lemkin,3.7,Gregory Lemkin,3.0,1964,2018,41
Pandora and the Flying Dutchman,Drama,1951,tt0043899,nm0506797,Albert Lewin,4.8,Albert Lewin,5.0,1894,1968,57
Jigri Dost,Family,1969,tt0175788,nm0619102,Ravikant Nagaich,4.5,Ravikant Nagaich,26.0,1931,1991,38
Anything Else,Family,2003,tt0313792,nm0000095,Woody Allen,4.7,Woody Allen,61.0,1935,0,68
Hierro,Drama,2009,tt1318025,nm2688320,Gabe Ibáñez,4.4,Gabe Ibáñez,12.0,1971,0,38
Kismet,Drama,1980,tt0360718,nm1131828,Bhisham Kohli,4.2,Bhisham Kohli,4.0,1938,2020,42
Smouldering Fires,Drama,1925,tt0016361,nm0113284,Clarence Brown,4.7,Clarence Brown,52.0,1890,1987,35
Love Story,Other,1981,tt0234141,nm0006348,Rajendra Kumar Tuli,4.6,Rajendra Kumar Tuli,1.0,1927,1999,54
The Italian,Drama,2005,tt0450450,nm1550132,Andrey Kravchuk,4.8,Andrey Kravchuk,28.0,1962,0,43
The Further Adventures of the Wilderness Family,Family,1978,tt0077587,nm0958677,Frank Zuniga,4.5,Frank Zuniga,18.0,1936,2023,42
The Blue Veil,Other,1951,tt0043350,nm0076779,Curtis Bernhardt,4.9,Curtis Bernhardt,42.0,1899,1981,52
Orma Mathram,Other,2011,tt2011174,nm2781138,Madhu Kaithapram,4.4,Madhu Kaithapram,4.0,1970,2014,41
Gridiron Gang,Drama,2006,tt0421206,nm0423333,Phil Joanou,4.9,Phil Joanou,18.0,1961,0,45
Plymouth Adventure,Action/Adventure,1952,tt0045039,nm0113284,Clarence Brown,5.1,Clarence Brown,52.0,1890,1987,62
Playing God,Drama,1997,tt0119906,nm0933002,Andy Wilson,4.2,Andy Wilson,98.0,1958,0,39
The Royal Mounted Rides Again,Action/Adventure,1945,tt0038039,nm0172485,Lewis D. Collins,4.6,Lewis D. Collins,125.0,1899,1954,46
Summer of '42,Drama,1971,tt0067803,nm0612322,Robert Mulligan,5.7,Robert Mulligan,90.0,1925,2008,46
Zander the Great,Other,1925,tt0016560,nm0384276,George W. Hill,4.4,George W. Hill,18.0,1895,1934,30
Distant Drums,Action/Adventure,1951,tt0043469,nm0909825,Raoul Walsh,4.7,Raoul Walsh,129.0,1887,1980,64
Pump Up the Volume,Drama,1990,tt0100436,nm0610496,Allan Moyle,4.9,Allan Moyle,14.0,1947,0,43
Bhool Bhulaiyaa,Drama,2007,tt0995031,nm0698184,Priyadarshan,4.7,Priyadarshan,88.0,1957,0,50
Ladies of Leisure,Drama,1930,tt0021040,nm0001008,Frank Capra,4.6,Frank Capra,54.0,1897,1991,33
Hasaki Ya Suda,Other,2011,tt1846577,nm1957956,Cédric Ido,4.5,Cédric Ido,7.0,1980,0,31
Violet & Daisy,Action/Adventure,2011,tt1634136,nm2819316,Geoffrey Fletcher,4.4,Geoffrey Fletcher,2.0,1970,0,41
The Other Guys,Action/Adventure,2010,tt1386588,nm0570912,Adam McKay,4.8,Adam McKay,23.0,1968,0,42
The Sadist,Drama,1963,tt0057465,nm0484824,James Landis,4.6,James Landis,7.0,1926,1991,37
Mundhinam Paartheney,Family,2010,tt4316008,nm5099464,Magizh Thirumeni,4.9,Magizh Thirumeni,6.0,1977,0,33
Natalie,Other,2010,tt1846675,nm1300166,Kyung-jung Joo,4.2,Kyung-jung Joo,2.0,1959,0,51
Totally Blonde,Family,2001,tt0200954,nm0887996,Andrew Van Slee,3.9,Andrew Van Slee,8.0,1965,0,36
"Au Revoir, UFO",Drama,2004,tt0395452,nm1534618,Jin-min Kim,4.4,Jin-min Kim,46.0,1970,0,34
Battlefield Baseball,Horror,2003,tt0384832,nm0945369,Yûdai Yamaguchi,4.4,Yûdai Yamaguchi,35.0,1971,0,32
Namastey London,Drama,2007,tt0795434,nm1150959,Vipul Amrutlal Shah,4.7,Vipul Amrutlal Shah,15.0,1973,0,34
"Oro, Plata, Mata",Drama,1982,tt0086056,nm0302323,Peque Gallaga,4.9,Peque Gallaga,38.0,1943,2020,39
200 Cigarettes,Drama,1999,tt0137338,nm0305405,Risa Bramon Garcia,4.4,Risa Bramon Garcia,6.0,1956,0,43
City Slickers II: The Legend of Curly's Gold,Action/Adventure,1994,tt0109439,nm0917992,Paul Weiland,4.6,Paul Weiland,19.0,1953,0,41
The Bodyguard,Drama,1992,tt0103855,nm0413875,Mick Jackson,4.7,Mick Jackson,51.0,1943,0,49
Thin Ice,Family,1937,tt0029659,nm0485647,Sidney Lanfield,4.5,Sidney Lanfield,240.0,1898,1972,39
Rajput,Action/Adventure,1982,tt0155088,nm0025629,Vijay Anand,4.5,Vijay Anand,17.0,1934,2004,48
Gangotri,Drama,2003,tt0340122,nm0706484,K. Raghavendra Rao,4.1,K. Raghavendra Rao,115.0,1942,0,61
Swing State,Other,2008,tt0963346,nm1056432,H Spencer Young,4.5,H Spencer Young,5.0,1973,0,35
Brave,Drama,1994,tt0109331,nm0822582,Richard Stanley,4.7,Richard Stanley,14.0,1966,0,28
Emmanuelle,Drama,1974,tt0071464,nm0415333,Just Jaeckin,4.5,Just Jaeckin,9.0,1940,2022,34
"Wicked, Wicked",Drama,1973,tt0070916,nm0054374,Richard L. Bare,4.3,Richard L. Bare,404.0,1913,2015,60
Casshern,Fiction,2004,tt0405821,nm1589546,Kazuaki Kiriya,4.3,Kazuaki Kiriya,5.0,1968,0,36
Live Wires,Family,1946,tt0038699,nm0439597,Phil Karlson,4.5,Phil Karlson,72.0,1908,1985,38
National Lampoon's Van Wilder,Family,2002,tt0283111,nm0065608,Walt Becker,4.7,Walt Becker,26.0,1968,0,34
The Velvet Touch,Drama,1948,tt0040934,nm0300818,Jack Gage,4.6,Jack Gage,60.0,1912,1989,36
The Great Gatsby,Drama,2013,tt1343092,nm0525303,Baz Luhrmann,3.7,Baz Luhrmann,21.0,1962,0,51
The Honey Pot,Drama,1967,tt0061780,nm0000581,Joseph L. Mankiewicz,4.6,Joseph L. Mankiewicz,22.0,1909,1993,58
Sangam,Drama,1964,tt0058547,nm0004292,Raj Kapoor,4.7,Raj Kapoor,10.0,1924,1988,40
The Fan,Drama,1981,tt0082362,nm0080601,Ed Bianchi,4.4,Ed Bianchi,107.0,1942,0,39
The Messenger: The Story of Joan of Arc,Drama,1999,tt0151137,nm0000108,Luc Besson,4.1,Luc Besson,27.0,1959,0,40
Rolling Thunder,Other,1977,tt0076637,nm0283500,John Flynn,4.3,John Flynn,15.0,1932,2007,45
The Sea Gypsies,Family,1978,tt0078215,nm0706296,Stewart Raffill,4.5,Stewart Raffill,42.0,1942,0,36
Man Without a Star,Other,1955,tt0048340,nm0896542,King Vidor,4.8,King Vidor,73.0,1894,1982,61
Jumpin' Jupiter,Other,1955,tt0048236,nm0005062,Chuck Jones,4.7,Chuck Jones,324.0,1912,2002,43
The Secret War of Harry Frigg,Family,1968,tt0063573,nm0806915,Jack Smight,4.5,Jack Smight,131.0,1925,2003,43
Mosagadu,Family,1980,tt0246089,nm0706484,K. Raghavendra Rao,4.1,K. Raghavendra Rao,115.0,1942,0,38
Fantasy Mission Force,Action/Adventure,1983,tt0079509,nm0160900,Yen-Ping Chu,4.1,Yen-Ping Chu,72.0,1950,0,33
Flower Drum Song,Family,1961,tt0054885,nm0467396,Henry Koster,4.6,Henry Koster,49.0,1905,1988,56
Shining Through,Drama,1992,tt0105391,nm0783544,David Seltzer,4.7,David Seltzer,8.0,1940,0,52
Made in Dagenham,Drama,2010,tt1371155,nm0170719,Nigel Cole,4.8,Nigel Cole,49.0,1959,0,51
Kandha Kadamba Kathir Vela,Other,2000,tt14813232,nm1167163,Ramanarayanan,4.3,Ramanarayanan,48.0,1949,2014,51
Bharatham,Other,1991,tt0237038,nm0539034,Sibi Malayil,5.0,Sibi Malayil,50.0,1956,0,35
I.Q.,Drama,1994,tt0110099,nm0770961,Fred Schepisi,4.5,Fred Schepisi,24.0,1939,0,55
Mujhe Kucch Kehna Hai,Other,2001,tt0284328,nm0442479,Satish Kaushik,4.2,Satish Kaushik,179.0,1956,2023,45
Godzilla vs. Gigan,Fiction,1972,tt0068371,nm0297974,Jun Fukuda,4.4,Jun Fukuda,56.0,1923,2000,49
Less Than Zero,Drama,1987,tt0093407,nm0437709,Marek Kanievska,4.7,Marek Kanievska,52.0,1948,0,39
Revolver,Drama,1973,tt0073626,nm0813177,Sergio Sollima,4.7,Sergio Sollima,33.0,1921,2015,52
Secrets,Drama,1992,tt0105344,nm0666498,Michael Pattinson,4.3,Michael Pattinson,54.0,1957,0,35
You're the One,Other,2000,tt0266079,nm0305054,José Luis Garci,4.7,José Luis Garci,724.0,1944,0,56
The Casino Job,Drama,2009,tt0831279,nm0393450,Christopher Robin Hood,3.9,Christopher Robin Hood,3.0,1971,0,38
The Gift of Love,Drama,1958,tt0051657,nm0624535,Jean Negulesco,4.5,Jean Negulesco,81.0,1900,1993,58
Collateral,Drama,2004,tt0369339,nm0000520,Michael Mann,5.0,Michael Mann,29.0,1943,0,61
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,Drama,1972,tt0068528,nm0000056,Paul Newman,4.7,Paul Newman,6.0,1925,2008,47
The Emperor's New Groove,Family,2000,tt0120917,nm0227540,Mark Dindal,5.0,Mark Dindal,8.0,1960,0,40
Frieda,Other,1947,tt0039398,nm0213136,Basil Dearden,4.7,Basil Dearden,52.0,1911,1971,36
The Candlemaker,Other,1957,tt0495079,nm0060742,Joy Batchelor,4.4,Joy Batchelor,31.0,1914,1991,43
Checkpoint,Drama,1956,tt0049065,nm0859387,Ralph Thomas,4.4,Ralph Thomas,40.0,1915,2001,41
Pingami,Drama,1994,tt0292187,nm0030791,Sathyan Anthikad,4.7,Sathyan Anthikad,57.0,1955,0,39
High Noon,Drama,1952,tt0044706,nm0003593,Fred Zinnemann,7.1,Fred Zinnemann,44.0,1907,1997,45
Secrets of a Secretary,Drama,1931,tt0022359,nm0007973,George Abbott,4.5,George Abbott,39.0,1887,1995,44
Love Me Tender,Action/Adventure,1956,tt0049452,nm0916271,Robert D. Webb,4.7,Robert D. Webb,21.0,1903,1990,53
The Arena,Action/Adventure,1974,tt0069729,nm0142587,Steve Carver,4.3,Steve Carver,15.0,1945,2021,29
Vital,Drama,2004,tt0417243,nm0875354,Shin'ya Tsukamoto,4.6,Shin'ya Tsukamoto,29.0,1960,0,44
"Mother, Jugs & Speed",Family,1976,tt0074923,nm0946811,Peter Yates,4.4,Peter Yates,39.0,1929,2011,47
The First Traveling Saleslady,Family,1956,tt0049212,nm0523893,Arthur Lubin,4.3,Arthur Lubin,242.0,1898,1995,58
The Heiress,Drama,1949,tt0041452,nm0943758,William Wyler,7.0,William Wyler,72.0,1902,1981,47
Sooryavansham,Other,1999,tt0214178,nm0004466,E.V.V. Satyanarayana,4.5,E.V.V. Satyanarayana,49.0,1956,2011,43
The Real Glory,Action/Adventure,1939,tt0031842,nm0368871,Henry Hathaway,4.6,Henry Hathaway,64.0,1898,1985,41
The Yellow Ticket,Drama,1931,tt0022582,nm0909825,Raoul Walsh,4.5,Raoul Walsh,129.0,1887,1980,44
Kaliyil Alpam Karyam,Other,1984,tt0292042,nm0030791,Sathyan Anthikad,4.6,Sathyan Anthikad,57.0,1955,0,29
Hold Everything,Family,1930,tt0020984,nm0215877,Roy Del Ruth,4.7,Roy Del Ruth,125.0,1893,1961,37
Living on Velvet,Drama,1935,tt0026644,nm0097648,Frank Borzage,4.4,Frank Borzage,107.0,1894,1962,41
Who's Who in the Zoo,Other,1942,tt0035557,nm0564495,Norm McCabe,4.5,Norm McCabe,18.0,1911,2006,31
The Bothersome Man,Drama,2006,tt0808185,nm0509633,Jens Lien,4.7,Jens Lien,34.0,1967,0,39
"Goke, Body Snatcher from Hell",Fiction,1968,tt0063206,nm0766207,Hajime Satô,4.5,Hajime Satô,13.0,1929,1995,39
Do the Right Thing,Drama,1989,tt0097216,nm0000490,Spike Lee,5.1,Spike Lee,109.0,1957,0,32
Buried Secrets,Drama,2009,tt1337140,nm1075853,Raja Amari,4.5,Raja Amari,8.0,1971,0,38
Amityville 3-D,Horror,1983,tt0085159,nm0281507,Richard Fleischer,4.3,Richard Fleischer,61.0,1916,2006,67
Majunu,Drama,2001,tt0327028,nm1119422,Ravichandran,4.2,Ravichandran,5.0,1941,0,60
Big B,Drama,2007,tt0973783,nm2039170,Amal Neerad,4.8,Amal Neerad,9.0,1976,0,31
Streets of Laredo,Other,1949,tt0041929,nm0272059,Leslie Fenton,4.6,Leslie Fenton,19.0,1902,1978,47
Sexy Beast,Drama,2000,tt0203119,nm0322242,Jonathan Glazer,4.6,Jonathan Glazer,16.0,1965,0,35
A Kiss Before Dying,Drama,1991,tt0102220,nm0213139,James Dearden,4.6,James Dearden,8.0,1949,0,42
Riding Giants,Other,2004,tt0389326,nm0672769,Stacy Peralta,4.8,Stacy Peralta,33.0,1957,0,47
Rush,Action/Adventure,2013,tt1979320,nm0000165,Ron Howard,4.2,Ron Howard,52.0,1954,0,59
Rites of Passage,Drama,1999,tt0171698,nm0759207,Victor Salva,4.4,Victor Salva,13.0,1958,0,41
The Nest,Other,1980,tt0079625,nm0035529,Jaime de Armiñán,4.7,Jaime de Armiñán,81.0,1927,0,53
Overland with Kit Carson,Other,1939,tt0031773,nm0218503,Norman Deming,4.7,Norman Deming,4.0,1905,1983,34
Suburban Commando,Fiction,1991,tt0103003,nm0447944,Burt Kennedy,4.3,Burt Kennedy,77.0,1922,2001,69
Tropical Fish,Drama,1995,tt0117970,nm0155446,Yu-Hsun Chen,4.8,Yu-Hsun Chen,6.0,1962,0,33
Thunderbolt,Action/Adventure,1995,tt0114126,nm0150906,Gordon Chan,4.5,Gordon Chan,33.0,1960,0,35
Kauravar,Other,1992,tt0271593,nm0430782,Joshiy,4.8,Joshiy,84.0,1952,0,40
Enter the Phoenix,Action/Adventure,2004,tt0407708,nm0298691,Stephen Fung,4.4,Stephen Fung,11.0,1974,0,30
Sissy Frenchfry,Other,2005,tt0477088,nm0646512,J.C. Oliva,4.8,J.C. Oliva,3.0,1968,0,37
It All Came True,Drama,1940,tt0032643,nm0782597,Lewis Seiler,4.6,Lewis Seiler,90.0,1890,1964,50
Low Life,Action/Adventure,2004,tt0403100,nm0407990,Im Kwon-taek,4.4,Im Kwon-taek,101.0,1934,0,70
Forgotten,Drama,1933,tt0024031,nm0861703,Richard Thorpe,4.6,Richard Thorpe,178.0,1896,1991,37
The Night My Number Came Up,Drama,1955,tt0047278,nm0635554,Leslie Norman,4.7,Leslie Norman,69.0,1911,1993,44
The Unholy Three,Drama,1930,tt0021505,nm0176699,Jack Conway,4.6,Jack Conway,103.0,1887,1952,43
A Man Called Hero,Action/Adventure,1999,tt0203672,nm0490487,Andrew Lau,4.4,Andrew Lau,47.0,1960,0,39
Supersonic Man,Fiction,1979,tt0079971,nm0685034,Juan Piquer Simón,3.8,Juan Piquer Simón,14.0,1935,2011,44
No Way Out,Drama,1987,tt0093640,nm0002044,Roger Donaldson,4.9,Roger Donaldson,35.0,1945,0,42
Flesh and Fantasy,Drama,1943,tt0035885,nm0245213,Julien Duvivier,4.6,Julien Duvivier,65.0,1896,1967,47
Bye Bye Birdie,Family,1963,tt0056891,nm0796645,George Sidney,4.6,George Sidney,54.0,1916,2002,47
Mind Game,Other,2004,tt0452039,nm1482702,Masaaki Yuasa,4.8,Masaaki Yuasa,68.0,1965,0,39
Hirttämättömät,Other,1971,tt0136997,nm0517978,Vesa-Matti Loiri,4.6,Vesa-Matti Loiri,1.0,1945,2022,26
The Mummy's Hand,Horror,1940,tt0032818,nm0127511,Christy Cabanne,4.4,Christy Cabanne,162.0,1888,1950,52
Dynamite,Drama,1929,tt0019843,nm0001124,Cecil B. DeMille,4.6,Cecil B. DeMille,70.0,1881,1959,48
Proyecto Dos,Other,2008,tt0791231,nm0002463,Guillermo Fernández Groizard,4.2,Guillermo Fernández Groizard,82.0,1960,0,48
The Ugly Truth,Family,2009,tt1142988,nm0525659,Robert Luketic,4.7,Robert Luketic,20.0,1973,0,36
Method,Drama,2004,tt0379380,nm0747003,Duncan Roy,4.1,Duncan Roy,5.0,1960,0,44
Gilda,Drama,1946,tt0038559,nm0896533,Charles Vidor,4.8,Charles Vidor,33.0,1900,1959,46
Mrs. Henderson Presents,Drama,2005,tt0413015,nm0001241,Stephen Frears,4.7,Stephen Frears,111.0,1941,0,64
Sophie's Choice,Drama,1982,tt0084707,nm0001587,Alan J. Pakula,5.9,Alan J. Pakula,16.0,1928,1998,54
Bonjour tristesse,Other,1958,tt0051429,nm0695937,Otto Preminger,4.6,Otto Preminger,40.0,1905,1986,53
Possessed II,Horror,1984,tt0100978,nm0481681,David Lai,4.5,David Lai,19.0,1952,0,32
The Elder Son,Drama,2006,tt0455988,nm0049592,Marius Vaysberg,4.3,Marius Vaysberg,19.0,1971,0,35
Undermind,Drama,2003,tt0277585,nm0245407,Nevil Dwek,4.4,Nevil Dwek,1.0,1967,0,36
Graduation Day,Horror,1981,tt0082467,nm0293113,Herb Freed,4.4,Herb Freed,10.0,1935,0,46
Black Friday,Drama,2004,tt0400234,nm0440604,Anurag Kashyap,4.9,Anurag Kashyap,35.0,1972,0,32
Secret Sunshine,Drama,2007,tt0817225,nm0496969,Lee Chang-dong,5.0,Lee Chang-dong,7.0,1954,0,53
What's Good for the Goose,Family,1969,tt0065205,nm0324875,Menahem Golan,4.2,Menahem Golan,45.0,1929,2014,40
The Perfect Storm,Drama,2000,tt0177971,nm0000583,Wolfgang Petersen,4.8,Wolfgang Petersen,39.0,1941,2022,59
Wild River,Drama,1960,tt0054476,nm0001415,Elia Kazan,4.8,Elia Kazan,20.0,1909,2003,51
Trick Or Treats,Horror,1982,tt0084825,nm0004372,Gary Graver,4.0,Gary Graver,144.0,1938,2006,44
How Green Was My Valley,Drama,1941,tt0033729,nm0000406,John Ford,7.7,John Ford,137.0,1894,1973,47
Beach Blanket Bingo,Family,1965,tt0058953,nm0038906,William Asher,4.4,William Asher,432.0,1921,2012,44
Getaway,Drama,2013,tt2167202,nm0813309,Courtney Solomon,3.8,Courtney Solomon,3.0,1971,0,42
Jerky Turkey,Other,1945,tt0037831,nm0000813,Tex Avery,4.6,Tex Avery,195.0,1908,1980,37
The Savage is Loose,Drama,1974,tt0072114,nm0001715,George C. Scott,4.3,George C. Scott,3.0,1927,1999,47
Malli,Other,1998,tt0293385,nm0007144,Santosh Sivan,4.9,Santosh Sivan,24.0,1964,0,34
Spacehunter: Adventures in the Forbidden Zone,Fiction,1983,tt0086346,nm0425593,Lamont Johnson,4.4,Lamont Johnson,198.0,1922,2010,61
Malice,Drama,1993,tt0107497,nm0000887,Harold Becker,4.6,Harold Becker,18.0,1928,0,65
Apache Territory,Action/Adventure,1958,tt0051369,nm0623401,Ray Nazarro,4.4,Ray Nazarro,165.0,1902,1986,56
Appointment in Honduras,Drama,1953,tt0045512,nm0869664,Jacques Tourneur,4.3,Jacques Tourneur,113.0,1904,1977,49
Pepo,Other,1935,tt0026862,nm0067384,Amo Bek-Nazaryan,4.6,Amo Bek-Nazaryan,22.0,1892,1965,43
César,Other,1936,tt0027489,nm0656528,Marcel Pagnol,4.8,Marcel Pagnol,19.0,1895,1974,41
The Consequences of Love,Drama,2004,tt0398883,nm0815204,Paolo Sorrentino,4.8,Paolo Sorrentino,55.0,1970,0,34
Veendum Chila Veettukaryangal,Drama,1999,tt0255675,nm0030791,Sathyan Anthikad,4.8,Sathyan Anthikad,57.0,1955,0,44
Violated Angels,Other,1967,tt0062069,nm0906709,Kôji Wakamatsu,4.6,Kôji Wakamatsu,112.0,1936,2012,31
The Myth,Action/Adventure,2005,tt0365847,nm0867262,Stanley Tong,4.7,Stanley Tong,18.0,1960,0,45
The Treasure of the Sierra Madre,Action/Adventure,1948,tt0040897,nm0001379,John Huston,5.6,John Huston,41.0,1906,1987,42
Maging sino ka man,Drama,1991,tt0336798,nm0807979,Eddie Rodriguez,4.7,Eddie Rodriguez,70.0,1932,2001,59
Virasat,Family,1997,tt0120456,nm0698184,Priyadarshan,4.7,Priyadarshan,88.0,1957,0,40
Blood and Sand,Drama,1922,tt0012952,nm0629243,Fred Niblo,4.5,Fred Niblo,43.0,1874,1948,48
The Eagle and the Hawk,Other,1950,tt0042426,nm0287931,Lewis R. Foster,4.4,Lewis R. Foster,112.0,1898,1974,52
Glory Road,Drama,2006,tt0385726,nm1595280,James Gartner,4.9,James Gartner,1.0,1950,0,56
True Colors,Drama,1991,tt0103125,nm0006889,Herbert Ross,3.9,Herbert Ross,24.0,1927,2001,64
The Amazing Panda Adventure,Drama,1995,tt0112342,nm0128883,Christopher Cain,4.6,Christopher Cain,28.0,1943,0,52
Loudspeaker,Other,2009,tt1521023,nm0415852,Jayaraj,4.8,Jayaraj,47.0,1960,0,49
Harpya,Other,1979,tt0261725,nm0785773,Raoul Servais,4.7,Raoul Servais,14.0,1928,2023,51
Killer's Carnival,Action/Adventure,1966,tt0060213,nm0136585,Alberto Cardone,4.2,Alberto Cardone,9.0,1920,1977,46
