IMDb nconst,nconst,name,birthYear,deathYear,category,first_roles,second_roles,third_roles,fourth_roles,total_roles,age
nm2057859,nm2057859,Andrea Riseborough,1981,\N,F,22.0,13.0,21.0,4.0,60.0,42.0
nm1785339,nm1785339,Rami Malek,1981,\N,M,49.0,3.0,3.0,0.0,55.0,42.0
nm2731660,nm2731660,Charlotte Riley,1981,\N,F,8.0,7.0,4.0,17.0,36.0,42.0
nm2235721,nm2235721,Ruth Wilson,1982,\N,F,21.0,54.0,4.0,0.0,79.0,41.0
nm1683768,nm1683768,Beau Garrett,1982,\N,F,3.0,45.0,4.0,39.0,91.0,41.0
nm0842332,nm0842332,Jodie Sweetin,1982,\N,F,9.0,83.0,3.0,0.0,95.0,41.0
nm1946193,nm1946193,Jamie Dornan,1982,\N,M,19.0,16.0,9.0,3.0,47.0,41.0
nm1527905,nm1527905,Toby Kebbell,1982,\N,M,10.0,50.0,3.0,6.0,69.0,41.0
nm0736622,nm0736622,Seth Rogen,1982,\N,M,20.0,33.0,9.0,12.0,74.0,41.0
nm0356017,nm0356017,Rebecca Hall,1982,\N,F,20.0,11.0,7.0,4.0,42.0,41.0
nm2809577,nm2809577,Jenny Slate,1982,\N,F,15.0,60.0,21.0,18.0,114.0,41.0
nm0000327,nm0000327,Lacey Chabert,1982,\N,F,184.0,101.0,59.0,175.0,519.0,41.0
nm0005253,nm0005253,Elisabeth Moss,1982,\N,F,90.0,112.0,5.0,8.0,215.0,41.0
nm0001085,nm0001085,Kieran Culkin,1982,\N,M,8.0,4.0,23.0,22.0,57.0,41.0
nm0004754,nm0004754,Jessica Biel,1982,\N,F,34.0,16.0,8.0,5.0,63.0,41.0
nm0000301,nm0000301,Thora Birch,1982,\N,F,15.0,7.0,5.0,15.0,42.0,41.0
nm0135221,nm0135221,Lizzy Caplan,1982,\N,F,38.0,66.0,57.0,6.0,167.0,41.0
nm1130627,nm1130627,Cobie Smulders,1982,\N,F,24.0,4.0,223.0,3.0,254.0,41.0
nm0500200,nm0500200,Chyler Leigh,1982,\N,F,28.0,36.0,119.0,0.0,183.0,41.0
nm1741002,nm1741002,Matt Smith,1982,\N,M,63.0,53.0,7.0,12.0,135.0,41.0
nm0004266,nm0004266,Anne Hathaway,1982,\N,F,29.0,25.0,4.0,11.0,69.0,41.0
nm2319871,nm2319871,Anna Camp,1982,\N,F,17.0,34.0,7.0,19.0,77.0,41.0
nm0000451,nm0000451,Gaby Hoffmann,1982,\N,F,8.0,49.0,7.0,4.0,68.0,41.0
nm2092886,nm2092886,Jodie Whittaker,1982,\N,F,61.0,13.0,9.0,7.0,90.0,41.0
nm0193846,nm0193846,Elisha Cuthbert,1982,\N,F,19.0,107.0,40.0,54.0,220.0,41.0
nm0471036,nm0471036,Kristin Kreuk,1982,\N,F,103.0,136.0,26.0,3.0,268.0,41.0
nm0180411,nm0180411,Abbie Cornish,1982,\N,F,23.0,23.0,20.0,2.0,68.0,41.0
nm1659221,nm1659221,Sebastian Stan,1982,\N,M,5.0,20.0,2.0,13.0,40.0,41.0
nm2125623,nm2125623,Bridget Regan,1982,\N,F,15.0,45.0,35.0,4.0,99.0,41.0
nm0001593,nm0001593,Anna Paquin,1982,\N,F,111.0,9.0,5.0,6.0,131.0,41.0
nm2442289,nm2442289,Gina Carano,1982,\N,F,6.0,3.0,4.0,8.0,21.0,41.0
nm2088803,nm2088803,Yvonne Strahovski,1982,\N,F,10.0,132.0,41.0,1.0,184.0,41.0
nm0993242,nm0993242,Clémence Poésy,1982,\N,F,15.0,33.0,14.0,16.0,78.0,41.0
nm1670886,nm1670886,Travis Van Winkle,1982,\N,M,5.0,14.0,2.0,4.0,25.0,41.0
nm0682300,nm0682300,Bradley Pierce,1982,\N,M,12.0,10.0,3.0,0.0,25.0,41.0
nm1404408,nm1404408,Alice Eve,1982,\N,F,10.0,12.0,5.0,3.0,30.0,41.0
nm0000379,nm0000379,Kirsten Dunst,1982,\N,F,50.0,17.0,5.0,2.0,74.0,41.0
nm0304801,nm0304801,Romola Garai,1982,\N,F,20.0,24.0,8.0,5.0,57.0,41.0
nm1519666,nm1519666,Eddie Redmayne,1982,\N,M,14.0,10.0,4.0,11.0,39.0,41.0
nm0154226,nm0154226,Justin Chatwin,1982,\N,M,9.0,26.0,54.0,0.0,89.0,41.0
nm2017943,nm2017943,Hayley Atwell,1982,\N,F,51.0,9.0,13.0,6.0,79.0,41.0
nm1555340,nm1555340,Alison Brie,1982,\N,F,48.0,10.0,84.0,16.0,158.0,41.0
nm1231899,nm1231899,Priyanka Chopra Jonas,1982,\N,F,76.0,27.0,15.0,4.0,122.0,41.0
nm1405398,nm1405398,Dan Stevens,1982,\N,M,50.0,14.0,16.0,7.0,87.0,41.0
nm1754059,nm1754059,Natalie Dormer,1982,\N,F,31.0,8.0,10.0,4.0,53.0,41.0
nm1154749,nm1154749,Sofia Boutella,1982,\N,F,8.0,6.0,2.0,4.0,20.0,41.0
nm1298458,nm1298458,Guy Burnet,1983,\N,M,18.0,6.0,1.0,3.0,28.0,40.0
nm0147147,nm0147147,Henry Cavill,1983,\N,M,37.0,33.0,3.0,11.0,84.0,40.0
nm0005109,nm0005109,Mila Kunis,1983,\N,F,30.0,195.0,6.0,411.0,642.0,40.0
nm2143282,nm2143282,Lupita Nyong'o,1983,\N,F,30.0,14.0,9.0,5.0,58.0,40.0
nm1597316,nm1597316,Adrianne Palicki,1983,\N,F,2.0,47.0,6.0,5.0,60.0,40.0
nm1192254,nm1192254,Maggie Grace,1983,\N,F,24.0,5.0,51.0,17.0,97.0,40.0
nm0310966,nm0310966,Ari Graynor,1983,\N,F,17.0,22.0,11.0,2.0,52.0,40.0
nm0942792,nm0942792,Sarah Wright,1983,\N,F,1.0,2.0,3.0,22.0,28.0,40.0
nm3043279,nm3043279,Vicky Krieps,1983,\N,F,25.0,10.0,7.0,3.0,45.0,40.0
nm1289434,nm1289434,Emily Blunt,1983,\N,F,22.0,13.0,13.0,4.0,52.0,40.0
nm1165110,nm1165110,Chris Hemsworth,1983,\N,M,21.0,13.0,0.0,2.0,36.0,40.0
nm1940449,nm1940449,Andrew Garfield,1983,\N,M,25.0,4.0,3.0,3.0,35.0,40.0
nm1512166,nm1512166,Jamie Chung,1983,\N,F,15.0,16.0,19.0,73.0,123.0,40.0
nm1935086,nm1935086,Tessa Thompson,1983,\N,F,9.0,11.0,5.0,20.0,45.0,40.0
nm3485845,nm3485845,Adam Driver,1983,\N,M,15.0,10.0,5.0,14.0,44.0,40.0
nm1950086,nm1950086,Greta Gerwig,1983,\N,F,11.0,14.0,7.0,11.0,43.0,40.0
nm2255973,nm2255973,Donald Glover,1983,\N,M,68.0,27.0,14.0,9.0,118.0,40.0
nm0272581,nm0272581,Rebecca Ferguson,1983,\N,F,22.0,11.0,10.0,2.0,45.0,40.0
nm1443740,nm1443740,Zoe Kazan,1983,\N,F,13.0,4.0,8.0,3.0,28.0,40.0
nm1727304,nm1727304,Domhnall Gleeson,1983,\N,M,10.0,24.0,7.0,12.0,53.0,40.0
nm1679778,nm1679778,Sylvia Hoeks,1983,\N,F,34.0,30.0,4.0,3.0,71.0,40.0
nm1782667,nm1782667,Matt Lanter,1983,\N,M,32.0,67.0,22.0,13.0,134.0,40.0
nm1706767,nm1706767,Jonah Hill,1983,\N,M,20.0,16.0,9.0,5.0,50.0,40.0
nm2636108,nm2636108,Aidan Turner,1983,\N,M,31.0,12.0,27.0,8.0,78.0,40.0
nm0544718,nm0544718,Kate Mara,1983,\N,F,18.0,22.0,18.0,11.0,69.0,40.0
nm0428065,nm0428065,Felicity Jones,1983,\N,F,14.0,14.0,4.0,4.0,36.0,40.0
nm0424534,nm0424534,Ashley Johnson,1983,\N,F,27.0,111.0,90.0,30.0,258.0,40.0
nm1813221,nm1813221,Gugu Mbatha-Raw,1983,\N,F,40.0,20.0,6.0,7.0,73.0,40.0
nm2692146,nm2692146,Katie McGrath,1983,\N,F,13.0,13.0,41.0,29.0,96.0,40.0
nm1164730,nm1164730,Natalia Tena,1984,\N,F,24.0,14.0,18.0,4.0,60.0,39.0
nm0571952,nm0571952,Kate McKinnon,1984,\N,F,34.0,27.0,22.0,60.0,143.0,39.0
nm1526352,nm1526352,Jaimie Alexander,1984,\N,F,37.0,72.0,5.0,0.0,114.0,39.0
nm0935541,nm0935541,Mary Elizabeth Winstead,1984,\N,F,26.0,8.0,22.0,3.0,59.0,39.0
nm1312575,nm1312575,Olivia Wilde,1984,\N,F,8.0,7.0,22.0,9.0,46.0,39.0
nm0601553,nm0601553,Mandy Moore,1984,\N,F,55.0,172.0,5.0,14.0,246.0,39.0
nm0540441,nm0540441,Jena Malone,1984,\N,F,23.0,19.0,4.0,11.0,57.0,39.0
nm1330560,nm1330560,Garrett Hedlund,1984,\N,M,7.0,5.0,5.0,8.0,25.0,39.0
nm0424060,nm0424060,Scarlett Johansson,1984,\N,F,24.0,14.0,16.0,3.0,57.0,39.0
nm2201555,nm2201555,Aubrey Plaza,1984,\N,F,30.0,20.0,37.0,36.0,123.0,39.0
nm0837223,nm0837223,Alison Sudol,1984,\N,F,0.0,2.0,2.0,12.0,16.0,39.0
nm1834115,nm1834115,Annabelle Wallis,1984,\N,F,4.0,5.0,1.0,16.0,26.0,39.0
nm2946516,nm2946516,Claire Foy,1984,\N,F,40.0,9.0,11.0,3.0,63.0,39.0
nm2933757,nm2933757,Gal Gadot,1985,\N,F,12.0,4.0,12.0,1.0,29.0,38.0
nm1137209,nm1137209,Tatiana Maslany,1985,\N,F,102.0,16.0,6.0,13.0,137.0,38.0
nm1506908,nm1506908,Talulah Riley,1985,\N,F,3.0,4.0,3.0,4.0,14.0,38.0
nm0461136,nm0461136,Keira Knightley,1985,\N,F,29.0,11.0,6.0,2.0,48.0,38.0
nm2002649,nm2002649,Dave Franco,1985,\N,M,22.0,12.0,5.0,3.0,42.0,38.0
nm1086543,nm1086543,Amanda Seyfried,1985,\N,F,18.0,27.0,3.0,6.0,54.0,38.0
nm2832695,nm2832695,Deborah Ann Woll,1985,\N,F,41.0,45.0,3.0,2.0,91.0,38.0
nm0484840,nm0484840,Max Landis,1985,\N,M,2.0,0.0,1.0,0.0,3.0,38.0
nm2676147,nm2676147,Jonathan Groff,1985,\N,M,24.0,12.0,7.0,10.0,53.0,38.0
nm2772584,nm2772584,Olivia Taylor Dudley,1985,\N,F,44.0,15.0,55.0,4.0,118.0,38.0
nm2129662,nm2129662,Cristin Milioti,1985,\N,F,28.0,16.0,0.0,25.0,69.0,38.0
nm2244205,nm2244205,Léa Seydoux,1985,\N,F,13.0,12.0,6.0,4.0,35.0,38.0
nm2652095,nm2652095,Laura Haddock,1985,\N,F,18.0,51.0,6.0,5.0,80.0,38.0
nm0192505,nm0192505,Kaley Cuoco,1985,\N,F,80.0,131.0,313.0,22.0,546.0,38.0
nm3584268,nm3584268,James Norton,1985,\N,M,35.0,10.0,6.0,19.0,70.0,38.0
nm4970834,nm4970834,Emily Berrington,1985,\N,F,4.0,3.0,2.0,1.0,10.0,38.0
nm1427034,nm1427034,Bar Paly,1985,\N,F,1.0,0.0,1.0,2.0,4.0,38.0
nm4023073,nm4023073,Rosa Salazar,1985,\N,F,28.0,8.0,6.0,14.0,56.0,38.0
nm0005502,nm0005502,Michelle Trachtenberg,1985,\N,F,11.0,22.0,14.0,47.0,94.0,38.0
nm3665787,nm3665787,Tom Cullen,1985,\N,M,27.0,3.0,8.0,2.0,40.0,38.0
nm3396631,nm3396631,Beth Behrs,1985,\N,F,17.0,137.0,2.0,1.0,157.0,38.0
nm1913734,nm1913734,Rooney Mara,1985,\N,F,8.0,9.0,3.0,4.0,24.0,38.0
nm0444223,nm0444223,Arielle Kebbel,1985,\N,F,10.0,20.0,11.0,22.0,63.0,38.0
nm0001499,nm0001499,Tina Majorino,1985,\N,F,3.0,5.0,5.0,17.0,30.0,38.0
nm2158803,nm2158803,Alex Meraz,1985,\N,M,2.0,2.0,4.0,1.0,9.0,38.0
nm1659547,nm1659547,Carey Mulligan,1985,\N,F,11.0,9.0,5.0,5.0,30.0,38.0
nm0447695,nm0447695,Anna Kendrick,1985,\N,F,53.0,7.0,10.0,4.0,74.0,38.0
nm6934058,nm6934058,Joonas Suotamo,1986,\N,M,0.0,0.0,1.0,2.0,3.0,37.0
nm3821405,nm3821405,Jake Lacy,1986,\N,M,11.0,15.0,2.0,25.0,53.0,37.0
nm1954240,nm1954240,Teresa Palmer,1986,\N,F,18.0,33.0,1.0,7.0,59.0,37.0
nm0005156,nm0005156,Eric Lloyd,1986,\N,M,0.0,21.0,8.0,26.0,55.0,37.0
nm0002536,nm0002536,Emmy Rossum,1986,\N,F,9.0,115.0,4.0,2.0,130.0,37.0
nm1951390,nm1951390,Frankie Shaw,1986,\N,F,21.0,7.0,15.0,0.0,43.0,37.0
nm1720028,nm1720028,Amber Heard,1986,\N,F,5.0,13.0,19.0,5.0,42.0,37.0
nm0811242,nm0811242,Brittany Snow,1986,\N,F,28.0,9.0,50.0,5.0,92.0,37.0
nm3433735,nm3433735,Tom Hughes,1986,\N,M,16.0,16.0,6.0,11.0,49.0,37.0
nm1556320,nm1556320,Katie Cassidy,1986,\N,F,24.0,94.0,24.0,4.0,146.0,37.0
nm1789336,nm1789336,Jessy Schram,1986,\N,F,11.0,8.0,3.0,31.0,53.0,37.0
nm3849670,nm3849670,Faye Marsay,1986,\N,F,7.0,16.0,5.0,5.0,33.0,37.0
nm0068260,nm0068260,Jamie Bell,1986,\N,M,53.0,9.0,8.0,4.0,74.0,37.0
nm3644706,nm3644706,Noël Wells,1986,\N,F,12.0,79.0,58.0,10.0,159.0,37.0
nm2207222,nm2207222,Scott Eastwood,1986,\N,M,10.0,4.0,4.0,1.0,19.0,37.0
nm3518672,nm3518672,Poppy Delevingne,1986,\N,F,5.0,1.0,1.0,2.0,9.0,37.0
nm2962353,nm2962353,Pom Klementieff,1986,\N,F,4.0,4.0,1.0,6.0,15.0,37.0
nm1500155,nm1500155,Robert Pattinson,1986,\N,M,18.0,9.0,6.0,0.0,33.0,37.0
nm0534635,nm0534635,Richard Madden,1986,\N,M,23.0,4.0,10.0,1.0,38.0,37.0
nm3592338,nm3592338,Emilia Clarke,1986,\N,F,13.0,6.0,15.0,38.0,72.0,37.0
nm3229685,nm3229685,Kit Harington,1986,\N,M,12.0,9.0,7.0,11.0,39.0,37.0
nm1275259,nm1275259,Alexandra Daddario,1986,\N,F,24.0,12.0,11.0,21.0,68.0,37.0
nm0517820,nm0517820,Lindsay Lohan,1986,\N,F,21.0,6.0,8.0,5.0,40.0,37.0
nm0993507,nm0993507,Kat Dennings,1986,\N,F,160.0,44.0,3.0,2.0,209.0,37.0
nm0479471,nm0479471,Shia LaBeouf,1986,\N,M,80.0,10.0,6.0,4.0,100.0,37.0
nm2772105,nm2772105,Oona Chaplin,1986,\N,F,12.0,11.0,2.0,4.0,29.0,37.0
nm1880888,nm1880888,Olivia Thirlby,1986,\N,F,6.0,9.0,6.0,23.0,44.0,37.0
nm2362068,nm2362068,Caity Lotz,1986,\N,F,36.0,37.0,16.0,40.0,129.0,37.0
nm3510471,nm3510471,Sam Claflin,1986,\N,M,5.0,20.0,7.0,6.0,38.0,37.0
nm2309517,nm2309517,Armie Hammer,1986,\N,M,4.0,13.0,5.0,0.0,22.0,37.0
nm1083271,nm1083271,Megan Fox,1986,\N,F,19.0,10.0,4.0,35.0,68.0,37.0
nm3199307,nm3199307,Ruby Rose,1986,\N,F,21.0,7.0,2.0,1.0,31.0,37.0
nm1982510,nm1982510,Jenna Coleman,1986,\N,F,65.0,43.0,12.0,8.0,128.0,37.0
nm3761798,nm3761798,Natasha O'Keeffe,1986,\N,F,5.0,5.0,5.0,15.0,30.0,37.0
nm2605345,nm2605345,Gemma Arterton,1986,\N,F,32.0,18.0,7.0,2.0,59.0,37.0
nm1715118,nm1715118,AnnaLynne McCord,1987,\N,F,43.0,16.0,70.0,47.0,176.0,36.0
nm1263939,nm1263939,Danielle Panabaker,1987,\N,F,9.0,41.0,189.0,3.0,242.0,36.0
nm0430107,nm0430107,Michael B. Jordan,1987,\N,M,43.0,4.0,4.0,23.0,74.0,36.0
nm2168927,nm2168927,Milana Vayntrub,1987,\N,F,8.0,10.0,10.0,17.0,45.0,36.0
nm2394794,nm2394794,Karen Gillan,1987,\N,F,30.0,64.0,11.0,4.0,109.0,36.0
nm0271657,nm0271657,Tom Felton,1987,\N,M,4.0,17.0,8.0,2.0,31.0,36.0
nm0939697,nm0939697,Evan Rachel Wood,1987,\N,F,48.0,8.0,5.0,3.0,64.0,36.0
nm0300589,nm0300589,Sarah Gadon,1987,\N,F,21.0,43.0,46.0,14.0,124.0,36.0
nm3647676,nm3647676,Charlie Murphy,1987,\N,F,6.0,10.0,4.0,5.0,25.0,36.0
nm2178959,nm2178959,Lily Cole,1987,\N,F,6.0,6.0,3.0,3.0,18.0,36.0
nm0680983,nm0680983,Elliot Page,1987,\N,M,45.0,18.0,5.0,3.0,71.0,36.0
nm3948190,nm3948190,Michaela Coel,1987,\N,F,20.0,7.0,10.0,2.0,39.0,36.0
nm3880181,nm3880181,Abbey Lee,1987,\N,F,5.0,9.0,4.0,6.0,24.0,36.0
nm0933798,nm0933798,Mara Wilson,1987,\N,F,1.0,4.0,3.0,1.0,9.0,36.0
nm3310211,nm3310211,Rose Leslie,1987,\N,F,9.0,20.0,22.0,1.0,52.0,36.0
nm0515116,nm0515116,Blake Lively,1987,\N,F,133.0,4.0,2.0,3.0,142.0,36.0
nm1374980,nm1374980,Zac Efron,1987,\N,M,27.0,20.0,6.0,2.0,55.0,36.0
nm3771184,nm3771184,Joe Cole,1988,\N,M,15.0,17.0,12.0,5.0,49.0,35.0
nm2057726,nm2057726,Jessica Lowndes,1988,\N,F,16.0,5.0,3.0,2.0,26.0,35.0
nm2539953,nm2539953,Alicia Vikander,1988,\N,F,24.0,9.0,6.0,5.0,44.0,35.0
nm2552034,nm2552034,Melissa Benoist,1988,\N,F,132.0,25.0,3.0,3.0,163.0,35.0
nm2570706,nm2570706,Sophie Rundle,1988,\N,F,19.0,7.0,9.0,21.0,56.0,35.0
nm0687146,nm0687146,Jesse Plemons,1988,\N,M,6.0,10.0,13.0,18.0,47.0,35.0
nm0005286,nm0005286,Haley Joel Osment,1988,\N,M,36.0,7.0,25.0,22.0,90.0,35.0
nm1297015,nm1297015,Emma Stone,1988,\N,F,23.0,18.0,8.0,4.0,53.0,35.0
nm3948952,nm3948952,Vanessa Kirby,1988,\N,F,11.0,5.0,7.0,9.0,32.0,35.0
nm0926165,nm0926165,Mae Whitman,1988,\N,F,34.0,82.0,73.0,34.0,223.0,35.0
nm0570860,nm0570860,Rose McIver,1988,\N,F,119.0,4.0,37.0,5.0,165.0,35.0
nm0115161,nm0115161,Emily Browning,1988,\N,F,39.0,31.0,3.0,0.0,73.0,35.0
nm1320897,nm1320897,Tian Jing,1988,\N,F,2.0,6.0,2.0,1.0,11.0,35.0
nm0027555,nm0027555,Tori Anderson,1988,\N,F,20.0,15.0,4.0,10.0,49.0,35.0
nm2584600,nm2584600,Julianne Hough,1988,\N,F,9.0,3.0,1.0,0.0,13.0,35.0
nm0891786,nm0891786,Alexa PenaVega,1988,\N,F,42.0,9.0,5.0,11.0,67.0,35.0
nm4129745,nm4129745,Allison Williams,1988,\N,F,5.0,59.0,2.0,5.0,71.0,35.0
nm0334441,nm0334441,Holliday Grainger,1988,\N,F,13.0,21.0,35.0,11.0,80.0,35.0
nm2623492,nm2623492,Hera Hilmar,1988,\N,F,3.0,7.0,23.0,0.0,33.0,35.0
nm1024107,nm1024107,Ambyr Childers,1988,\N,F,3.0,8.0,7.0,3.0,21.0,35.0
nm2368789,nm2368789,Zoë Kravitz,1988,\N,F,21.0,5.0,5.0,2.0,33.0,35.0
nm1869101,nm1869101,Ana de Armas,1988,\N,F,10.0,8.0,7.0,4.0,29.0,35.0
nm1227814,nm1227814,Vanessa Hudgens,1988,\N,F,33.0,17.0,2.0,5.0,57.0,35.0
nm2204429,nm2204429,Kim Matula,1988,\N,F,19.0,7.0,37.0,154.0,217.0,35.0
nm0342488,nm0342488,Rupert Grint,1988,\N,M,40.0,3.0,11.0,41.0,95.0,35.0
nm2247245,nm2247245,Haley Bennett,1988,\N,F,10.0,7.0,4.0,3.0,24.0,35.0
nm0513281,nm0513281,Alex D. Linz,1989,\N,M,6.0,0.0,1.0,1.0,8.0,34.0
nm4275908,nm4275908,Kelley Jakle,1989,\N,F,8.0,4.0,3.0,1.0,16.0,34.0
nm0743092,nm0743092,Mackenzie Rosman,1989,\N,F,3.0,0.0,1.0,33.0,37.0,34.0
nm2403277,nm2403277,Alden Ehrenreich,1989,\N,M,15.0,5.0,4.0,1.0,25.0,34.0
nm0396558,nm0396558,Nicholas Hoult,1989,\N,M,56.0,39.0,7.0,4.0,106.0,34.0
nm4789912,nm4789912,Hannah John-Kamen,1989,\N,F,54.0,2.0,2.0,5.0,63.0,34.0
nm2257207,nm2257207,Daniel Kaluuya,1989,\N,M,22.0,6.0,3.0,7.0,38.0,34.0
nm3726887,nm3726887,Jessica Brown Findlay,1989,\N,F,20.0,37.0,17.0,25.0,99.0,34.0
nm0020143,nm0020143,Landry Allbright,1989,\N,F,57.0,3.0,2.0,1.0,63.0,34.0
nm2655177,nm2655177,Caleb Landry Jones,1989,\N,M,6.0,6.0,2.0,5.0,19.0,34.0
nm0005157,nm0005157,Jake Lloyd,1989,\N,M,0.0,0.0,3.0,2.0,5.0,34.0
nm1782299,nm1782299,Imogen Poots,1989,\N,F,12.0,23.0,20.0,5.0,60.0,34.0
nm0659363,nm0659363,Hayden Panettiere,1989,\N,F,36.0,105.0,8.0,9.0,158.0,34.0
nm3625065,nm3625065,Alexis Knapp,1989,\N,F,6.0,1.0,0.0,4.0,11.0,34.0
nm1667364,nm1667364,Ashley Benson,1989,\N,F,25.0,166.0,13.0,1.0,205.0,34.0
nm0705356,nm0705356,Daniel Radcliffe,1989,\N,M,62.0,12.0,1.0,0.0,75.0,34.0
nm0647634,nm0647634,Elizabeth Olsen,1989,\N,F,40.0,8.0,2.0,2.0,52.0,34.0
nm4141252,nm4141252,Lily James,1989,\N,F,26.0,5.0,5.0,5.0,41.0,34.0
nm0790057,nm0790057,Alia Shawkat,1989,\N,F,61.0,12.0,26.0,8.0,107.0,34.0
nm4511652,nm4511652,Kelly Marie Tran,1989,\N,F,3.0,27.0,4.0,2.0,36.0,34.0
nm2400045,nm2400045,Nina Dobrev,1989,\N,F,158.0,7.0,3.0,6.0,174.0,34.0
nm0507535,nm0507535,Matthew Lewis,1989,\N,M,1.0,4.0,1.0,6.0,12.0,34.0
nm1017334,nm1017334,Juno Temple,1989,\N,F,17.0,12.0,15.0,4.0,48.0,34.0
nm2142336,nm2142336,Riley Keough,1989,\N,F,32.0,7.0,3.0,11.0,53.0,34.0
nm0488953,nm0488953,Brie Larson,1989,\N,F,26.0,7.0,22.0,7.0,62.0,34.0
nm2934314,nm2934314,Lily Collins,1989,\N,F,43.0,7.0,12.0,1.0,63.0,34.0
nm5473782,nm5473782,Taron Egerton,1989,\N,M,19.0,7.0,17.0,8.0,51.0,34.0
nm0424848,nm0424848,Dakota Johnson,1989,\N,F,29.0,4.0,6.0,2.0,41.0,34.0
nm1343638,nm1343638,Eliza Taylor,1989,\N,F,104.0,6.0,30.0,34.0,174.0,34.0
nm1925239,nm1925239,Jack O'Connell,1990,\N,M,26.0,13.0,9.0,5.0,53.0,33.0
nm0829576,nm0829576,Kristen Stewart,1990,\N,F,25.0,11.0,6.0,0.0,42.0,33.0
nm5824400,nm5824400,Sophie Cookson,1990,\N,F,10.0,2.0,11.0,2.0,25.0,33.0
nm2311411,nm2311411,MacKenzie Porter,1990,\N,F,4.0,37.0,4.0,2.0,47.0,33.0
nm2555462,nm2555462,Eiza González,1990,\N,F,154.0,5.0,435.0,8.0,602.0,33.0
nm1429380,nm1429380,Britt Robertson,1990,\N,F,67.0,6.0,6.0,32.0,111.0,33.0
nm3014031,nm3014031,Rachel Brosnahan,1990,\N,F,82.0,5.0,6.0,6.0,99.0,33.0
nm4859097,nm4859097,Kelly Rohrbach,1990,\N,F,1.0,2.0,12.0,0.0,15.0,33.0
nm3053338,nm3053338,Margot Robbie,1990,\N,F,11.0,21.0,7.0,3.0,42.0,33.0
nm2225369,nm2225369,Jennifer Lawrence,1990,\N,F,22.0,3.0,13.0,12.0,50.0,33.0
nm1093951,nm1093951,Aaron Taylor-Johnson,1990,\N,M,17.0,5.0,4.0,5.0,31.0,33.0
nm0405103,nm0405103,Sarah Hyland,1990,\N,F,9.0,10.0,4.0,4.0,27.0,33.0
nm4456120,nm4456120,Elizabeth Debicki,1990,\N,F,12.0,7.0,5.0,7.0,31.0,33.0
nm4110963,nm4110963,Jack Lowden,1990,\N,M,6.0,33.0,7.0,2.0,48.0,33.0
nm1095720,nm1095720,Keisha Castle-Hughes,1990,\N,F,17.0,3.0,10.0,73.0,103.0,33.0
nm1032473,nm1032473,Thomas Brodie-Sangster,1990,\N,M,28.0,49.0,135.0,27.0,239.0,33.0
nm0803889,nm0803889,Bill Skarsgård,1990,\N,M,20.0,41.0,14.0,0.0,75.0,33.0
nm0914612,nm0914612,Emma Watson,1990,\N,F,6.0,9.0,4.0,1.0,20.0,33.0
nm0940362,nm0940362,Shailene Woodley,1991,\N,F,139.0,3.0,14.0,1.0,157.0,32.0
nm3130060,nm3130060,Gaite Jansen,1991,\N,F,12.0,7.0,29.0,15.0,63.0,32.0
nm2080328,nm2080328,Kelsey Asbille,1991,\N,F,10.0,5.0,66.0,1.0,82.0,32.0
nm4739140,nm4739140,Josefin Asplund,1991,\N,F,28.0,0.0,1.0,13.0,42.0,32.0
nm2560618,nm2560618,Willa Fitzgerald,1991,\N,F,41.0,5.0,10.0,1.0,57.0,32.0
nm0731075,nm0731075,Emma Roberts,1991,\N,F,99.0,5.0,5.0,3.0,112.0,32.0
nm3591025,nm3591025,Adam Hagenbuch,1991,\N,M,6.0,3.0,3.0,0.0,12.0,32.0
nm1821410,nm1821410,Chloe Bridges,1991,\N,F,3.0,11.0,3.0,3.0,20.0,32.0
nm3733763,nm3733763,Sofia Black-D'Elia,1991,\N,F,38.0,48.0,4.0,4.0,94.0,32.0
nm1311329,nm1311329,Eden Sher,1991,\N,F,75.0,3.0,3.0,216.0,297.0,32.0
nm3729721,nm3729721,Dylan O'Brien,1991,\N,M,11.0,48.0,50.0,1.0,110.0,32.0
nm1589279,nm1589279,Emily Ratajkowski,1991,\N,F,4.0,3.0,4.0,0.0,11.0,32.0
nm0942247,nm0942247,Bonnie Wright,1991,\N,F,2.0,1.0,1.0,1.0,5.0,32.0
nm3009232,nm3009232,Ezra Miller,1992,\N,M,7.0,1.0,6.0,3.0,17.0,31.0
nm0383603,nm0383603,Freddie Highmore,1992,\N,M,124.0,58.0,5.0,2.0,189.0,31.0
nm1242688,nm1242688,Josh Hutcherson,1992,\N,M,55.0,11.0,3.0,2.0,71.0,31.0
nm0754512,nm0754512,Daryl Sabara,1992,\N,M,58.0,6.0,6.0,14.0,84.0,31.0
nm5397459,nm5397459,Daisy Ridley,1992,\N,F,24.0,9.0,7.0,0.0,40.0,31.0
nm3915784,nm3915784,John Boyega,1992,\N,M,19.0,11.0,13.0,2.0,45.0,31.0
nm1573253,nm1573253,Alexander Ludwig,1992,\N,M,6.0,37.0,18.0,10.0,71.0,31.0
nm6609666,nm6609666,Billie Lourd,1992,\N,F,3.0,9.0,10.0,21.0,43.0,31.0
nm0819850,nm0819850,Cole Sprouse,1992,\N,M,60.0,110.0,9.0,134.0,313.0,31.0
nm2679917,nm2679917,Nick Jonas,1992,\N,M,6.0,9.0,29.0,1.0,45.0,31.0
